34330,3072,false,1,0.17891699
34330,3073,true,1,4.8765335
34330,3074,true,1,3.3511634
34330,3075,true,2,4.6455965
34330,3076,false,1,3.8741732
34330,3077,true,1,3.33977
34330,1030,true,3,4.668394
34330,3078,true,3,3.5510073
34330,3079,true,1,4.60219
34330,2056,false,1,2.8374462
34330,3080,false,2,1.2111058
34330,3081,true,1,3.690273
34330,3082,true,1,4.9568596
34330,1035,false,2,3.1209571
34330,3083,true,2,4.9714675
34330,3084,true,2,4.915909
34330,3085,false,1,1.3975618
34330,1038,true,4,3.7023666
34330,3086,true,9,4.970654
34330,1039,false,2,0.20572728
34330,3087,true,6,3.9268265
34330,2064,false,2,1.6017406
34330,3088,true,2,3.1493375
34330,3089,true,2,3.7842066
34330,3090,false,1,1.2980976
34330,3091,true,2,4.6171675
34330,3092,true,6,4.396987
34330,3093,true,1,3.8923242
34330,3094,true,1,4.5811987
34330,1047,true,4,4.9077935
34330,3095,true,1,4.8569674
34330,3096,false,1,3.4977965
34330,3097,false,1,0.61606956
34330,3098,true,1,4.7641897
34330,3099,true,1,3.0671377
34330,3100,true,2,4.441452
34330,3101,false,1,1.1180224
34330,3102,true,4,3.5235248
34330,3103,true,1,3.608831
34330,3104,false,3,3.4373484
34330,3105,true,1,4.441052
34330,2082,false,2,3.0646043
34330,3106,true,2,3.9832313
34330,3107,true,3,3.2737699
34330,3108,false,1,3.2882853
34330,3109,true,2,3.9497066
34330,3110,true,1,3.941663
34330,3111,true,2,4.601718
34330,2088,true,1,4.6411133
34330,3112,true,1,4.920969
34330,3113,true,3,3.9909167
34330,1066,false,1,0.3364942
34330,3114,true,2,4.2485275
34330,3115,true,4,3.5187886
34330,3116,true,1,3.670631
34330,3117,true,3,4.43194
34330,1070,false,1,3.5683773
34330,3118,false,1,2.1108975
34330,3119,true,1,3.3541107
34330,3120,true,1,3.9801657
34330,3121,false,1,1.2622831
34330,3122,true,5,3.0223322
34330,3124,true,5,4.153087
34330,1078,false,1,0.8238036
34330,2102,true,2,3.9362273
34330,3126,true,1,4.029084
34330,3127,false,1,2.0794117
34330,1080,false,1,2.9192362
34330,3129,true,2,4.8145
34330,1082,false,2,0.7025791
34330,3130,true,3,3.725288
34330,3131,true,1,3.1951785
34330,3132,true,3,4.8467455
34330,2109,true,1,4.668705
34330,3133,true,3,4.47278
34330,3134,true,1,4.92562
34330,3136,true,7,3.5314064
34330,3137,true,1,3.5819097
34330,3138,true,1,4.9513073
34330,1091,false,1,2.6898274
34330,3139,true,1,4.272624
34330,3140,false,1,2.099961
34330,3141,false,1,1.8759313
34330,3143,true,1,3.9379516
34330,3144,true,1,3.403025
34330,3145,true,1,4.1622877
34330,3146,true,1,3.7502513
34330,1099,false,4,1.1302786
34330,3147,true,4,3.8365684
34330,3148,true,1,3.2251544
34330,3149,true,1,3.313887
34330,1102,false,1,2.7310002
34330,3150,true,3,3.0110037
34330,3151,true,1,3.2712073
34330,3153,true,1,3.1271987
34330,2130,false,1,1.0928007
34330,3154,true,5,3.3342268
34330,3156,false,2,0.54733175
34330,2134,false,1,1.5865223
34330,3158,true,1,4.1133404
34330,3159,false,1,1.3644043
34330,3160,true,2,3.1540303
34330,3161,true,1,3.3988855
34330,2138,true,1,4.6249533
34330,3162,true,1,3.3295367
34330,2139,false,1,1.5126469
34330,3165,true,1,3.3575413
34330,2144,false,1,2.486729
34330,3168,true,1,3.6081405
34330,3169,true,3,3.9414842
34330,3170,true,2,3.343048
34330,3171,true,1,4.2043223
